gender,race/ethnicity,parental level of education,lunch,test preparation course,internet_access,extracurricular_activities,tutoring_support,study_method,parental_involvement,previous_term_score,attendance_rate,weekly_study_hours,sleep_hours_per_day,daily_screen_time_hours,past_failures,reading score,writing score,math score
female,group E,high school,standard,completed,no,yes,peer_tutoring,spaced_repetition,medium,60,86.2,21.6,7.6,1.7,0,80,74,73
female,group C,associate's degree,standard,none,yes,no,none,group_study,medium,64,76.4,21.1,5.8,6.9,0,77,68,72
male,group C,associate's degree,standard,none,yes,no,peer_tutoring,spaced_repetition,medium,69,83.0,14.1,7.4,3.6,0,79,78,73
male,group B,associate's degree,free/reduced,completed,yes,no,none,spaced_repetition,medium,90,82.4,8.4,6.8,1.8,0,97,97,98
male,group D,some college,free/reduced,none,no,no,peer_tutoring,active_problem_solving,medium,64,94.8,17.7,10.0,0.5,0,64,59,61
male,group C,associate's degree,standard,completed,yes,yes,peer_tutoring,passive_reading,medium,61,90.0,15.7,9.0,1.5,0,75,72,70
female,group B,some college,standard,none,yes,yes,none,group_study,medium,77,95.2,21.7,6.7,0.8,0,91,89,86
female,group C,some high school,standard,none,no,yes,private_tutor,active_problem_solving,high,52,92.4,8.3,8.4,3.9,0,71,66,60
female,group B,some college,standard,none,yes,yes,none,passive_reading,high,64,96.5,33.1,5.0,4.6,0,70,73,65
male,group D,associate's degree,standard,completed,yes,yes,none,group_study,low,84,91.8,7.9,7.0,2.1,1,97,91,90
female,group C,high school,standard,none,yes,no,none,group_study,medium,48,97.5,30.6,7.6,3.2,0,71,63,54
male,group B,associate's degree,free/reduced,none,yes,no,none,spaced_repetition,medium,82,95.7,18.3,8.3,3.4,0,96,91,89
female,group E,some college,standard,none,yes,no,none,passive_reading,medium,67,95.1,12.8,7.8,6.5,0,73,70,73
male,group D,high school,standard,none,yes,yes,none,active_problem_solving,medium,71,88.2,11.9,9.5,2.0,1,76,80,73
female,group C,some high school,standard,none,yes,no,peer_tutoring,passive_reading,medium,61,87.7,15.6,8.5,3.4,0,71,72,68
female,group B,high school,standard,none,yes,yes,none,passive_reading,low,55,85.4,24.7,7.8,4.4,1,44,43,45
female,group C,associate's degree,standard,completed,yes,yes,none,group_study,high,59,95.8,21.8,6.8,1.8,0,88,87,86
female,group C,some high school,standard,completed,yes,no,none,active_problem_solving,medium,70,98.6,10.6,7.0,0.9,1,86,86,74
male,group C,associate's degree,standard,completed,yes,no,none,passive_reading,medium,87,86.1,14.1,7.8,1.6,0,93,94,97
female,group E,some college,standard,completed,yes,no,peer_tutoring,active_problem_solving,low,61,87.4,11.2,5.5,3.9,1,65,62,67
male,group C,associate's degree,standard,none,yes,yes,none,active_problem_solving,medium,78,95.4,3.5,8.4,1.5,1,93,93,86
female,group C,high school,free/reduced,none,yes,no,private_tutor,group_study,high,36,87.1,32.2,9.0,5.7,0,42,44,37
male,group D,bachelor's degree,free/reduced,completed,yes,no,none,group_study,low,80,90.5,15.7,10.0,2.9,1,85,86,86
male,group D,some college,standard,none,yes,yes,peer_tutoring,passive_reading,high,60,83.5,13.1,7.3,3.4,0,71,72,71
female,group B,bachelor's degree,standard,completed,yes,yes,peer_tutoring,group_study,medium,78,96.1,17.0,5.2,7.9,1,98,92,93
female,group D,high school,standard,none,yes,yes,none,active_problem_solving,low,47,90.3,12.6,8.3,5.8,1,55,56,51
female,group C,some college,standard,none,yes,yes,none,group_study,medium,67,96.4,8.9,8.4,4.1,0,77,77,75
female,group D,some college,standard,completed,yes,no,none,group_study,high,55,85.3,9.3,5.2,1.7,0,72,66,63
male,group B,associate's degree,standard,none,no,yes,none,spaced_repetition,medium,69,92.8,12.5,7.7,2.9,0,71,69,69
female,group D,associate's degree,standard,none,yes,yes,peer_tutoring,active_problem_solving,medium,71,89.2,7.2,8.6,3.2,0,96,92,84
male,group E,some college,standard,none,yes,no,none,spaced_repetition,low,68,91.9,21.3,8.2,4.0,0,73,72,73
female,group D,associate's degree,standard,completed,yes,no,none,group_study,medium,80,95.5,13.9,9.2,5.9,0,100,95,94
male,group D,some high school,standard,completed,no,yes,none,group_study,medium,77,96.2,20.4,7.0,3.1,0,87,82,81
female,group E,high school,standard,none,yes,no,peer_tutoring,group_study,medium,63,94.0,15.3,4.9,3.0,1,73,70,68
male,group D,associate's degree,standard,none,yes,no,none,active_problem_solving,low,87,96.9,7.8,9.2,4.8,0,89,91,85
male,group C,some high school,standard,none,yes,no,private_tutor,passive_reading,high,63,92.1,16.7,7.9,3.5,1,69,68,65
male,group C,high school,free/reduced,completed,no,no,none,active_problem_solving,high,46,89.7,23.3,6.7,7.9,0,47,48,49
female,group A,associate's degree,standard,none,yes,yes,peer_tutoring,active_problem_solving,medium,66,93.7,7.9,8.6,1.0,1,81,82,76
male,group B,high school,standard,none,yes,no,none,group_study,low,55,98.6,20.3,6.9,0.6,0,61,57,57
male,group A,associate's degree,free/reduced,completed,yes,yes,none,spaced_repetition,medium,50,88.7,16.8,6.7,4.1,1,54,58,56
female,group D,associate's degree,standard,completed,yes,yes,private_tutor,spaced_repetition,medium,56,98.2,8.3,7.8,6.4,0,83,75,75
male,group B,some high school,free/reduced,none,no,no,none,passive_reading,high,59,92.6,12.5,7.7,2.3,0,41,46,47
female,group D,some college,standard,none,yes,no,none,spaced_repetition,high,79,86.3,22.6,7.7,1.2,0,98,93,91
female,group C,associate's degree,standard,none,yes,no,none,spaced_repetition,medium,83,94.5,22.7,9.0,5.4,0,100,100,95
female,group E,bachelor's degree,standard,completed,yes,yes,none,spaced_repetition,medium,68,93.3,9.1,7.0,2.1,0,91,86,82
female,group A,high school,standard,completed,yes,no,private_tutor,passive_reading,high,55,84.3,6.2,7.4,2.5,1,71,66,69
female,group C,bachelor's degree,standard,none,yes,yes,none,spaced_repetition,medium,79,99.0,12.4,8.1,2.8,0,100,98,93
female,group C,some college,free/reduced,none,no,no,none,active_problem_solving,medium,82,96.1,14.4,7.8,3.8,1,87,86,82
female,group C,bachelor's degree,free/reduced,completed,yes,no,peer_tutoring,group_study,high,67,86.5,9.5,6.2,1.0,1,78,73,64
male,group B,some college,standard,completed,yes,yes,private_tutor,passive_reading,medium,68,91.5,18.9,5.9,1.3,1,82,83,82
male,group C,master's degree,standard,none,yes,no,none,group_study,medium,51,96.3,9.8,4.6,4.7,0,53,54,55
male,group B,high school,standard,completed,yes,no,none,active_problem_solving,high,58,83.2,17.9,5.1,1.8,0,82,77,76
female,group D,some college,standard,none,yes,yes,none,passive_reading,high,50,89.4,31.3,8.6,6.4,0,53,55,53
female,group B,some high school,standard,completed,no,no,none,passive_reading,medium,80,87.9,3.9,7.6,4.0,0,78,78,74
female,group B,high school,standard,completed,yes,no,none,spaced_repetition,medium,69,80.1,3.9,7.2,2.9,0,72,76,72
male,group B,some college,free/reduced,none,yes,no,private_tutor,active_problem_solving,low,53,84.6,10.4,7.9,6.8,1,45,44,49
female,group D,associate's degree,standard,none,yes,yes,none,passive_reading,medium,59,92.6,4.5,8.1,2.5,1,59,65,63
female,group E,bachelor's degree,standard,none,yes,yes,none,passive_reading,medium,70,96.3,19.9,7.2,0.9,0,93,90,90
female,group D,some high school,standard,none,yes,no,none,group_study,high,57,90.8,16.6,7.4,3.3,0,61,64,60
female,group C,some college,standard,none,yes,yes,private_tutor,spaced_repetition,medium,77,96.2,19.0,8.4,4.1,0,99,97,88
male,group D,master's degree,free/reduced,none,yes,no,private_tutor,spaced_repetition,medium,65,94.1,27.6,5.1,2.8,0,81,81,79
female,group C,high school,free/reduced,completed,yes,no,none,group_study,low,78,91.4,8.2,5.9,4.1,0,82,81,78
male,group B,associate's degree,standard,completed,no,yes,private_tutor,active_problem_solving,low,47,97.1,9.4,6.0,6.7,1,52,50,56
male,group C,bachelor's degree,free/reduced,none,yes,no,peer_tutoring,passive_reading,high,64,97.2,20.6,7.4,7.1,0,75,70,77
male,group E,some college,standard,none,no,no,none,spaced_repetition,medium,65,92.1,13.8,4.2,4.2,0,69,66,71
female,group B,high school,standard,none,no,yes,none,group_study,low,34,91.5,11.8,7.6,1.9,1,27,24,28
male,group C,some high school,standard,completed,yes,no,private_tutor,passive_reading,medium,80,94.0,5.6,7.0,3.8,0,93,90,91
male,group C,some high school,standard,none,yes,no,peer_tutoring,passive_reading,medium,81,96.1,10.4,7.6,1.2,1,94,91,91
female,group E,associate's degree,free/reduced,completed,yes,no,none,spaced_repetition,medium,69,96.0,18.3,7.4,0.5,0,99,89,91
female,group D,master's degree,free/reduced,none,no,no,none,group_study,low,48,90.2,5.0,7.3,2.5,1,42,44,46
male,group B,some college,free/reduced,none,yes,yes,private_tutor,active_problem_solving,low,78,90.2,29.5,6.7,8.2,0,94,89,92
female,group D,associate's degree,free/reduced,none,yes,yes,none,active_problem_solving,high,55,81.9,23.6,6.5,0.9,0,59,59,62
female,group C,associate's degree,free/reduced,completed,yes,yes,none,active_problem_solving,medium,78,87.2,14.4,9.6,3.1,0,92,89,82
male,group D,associate's degree,standard,none,no,yes,none,passive_reading,high,71,97.1,18.9,6.9,0.7,1,71,68,75
female,group C,associate's degree,standard,completed,yes,no,peer_tutoring,spaced_repetition,high,63,99.5,6.4,4.9,5.5,0,92,87,80
male,group B,bachelor's degree,standard,none,yes,yes,peer_tutoring,group_study,medium,61,85.5,10.0,6.0,1.4,1,72,68,68
female,group C,high school,standard,none,no,yes,none,spaced_repetition,high,82,93.8,18.7,7.2,0.8,0,100,97,99
male,group D,high school,standard,none,yes,yes,peer_tutoring,spaced_repetition,medium,57,99.1,8.2,8.2,2.0,0,71,66,68
female,group D,some high school,standard,none,no,yes,none,active_problem_solving,medium,57,99.8,11.4,9.3,5.2,0,50,53,53
female,group B,some high school,free/reduced,completed,yes,yes,none,passive_reading,medium,51,92.6,15.5,6.7,3.5,0,53,56,50
male,group D,associate's degree,standard,none,no,yes,private_tutor,spaced_repetition,high,91,99.1,10.1,8.3,4.3,0,100,100,99
male,group D,some college,free/reduced,completed,yes,no,none,group_study,high,67,95.6,9.7,8.4,3.6,0,77,73,77
male,group E,associate's degree,standard,none,no,yes,private_tutor,group_study,low,54,86.2,20.5,7.7,5.3,0,57,53,55
female,group E,bachelor's degree,standard,none,yes,yes,none,spaced_repetition,low,69,95.4,9.6,5.7,5.2,0,78,70,77
male,group D,some college,standard,none,yes,no,peer_tutoring,passive_reading,low,51,93.5,8.5,5.2,0.5,0,52,53,51
male,group B,high school,standard,none,yes,yes,none,group_study,high,35,94.8,22.6,7.4,2.4,2,37,37,44
female,group B,associate's degree,free/reduced,none,no,yes,none,group_study,low,71,97.5,6.4,8.5,7.7,0,59,64,60
male,group A,associate's degree,standard,none,yes,no,none,passive_reading,high,68,98.3,16.6,9.3,5.8,0,75,74,72
male,group C,bachelor's degree,standard,none,yes,yes,none,passive_reading,medium,77,98.0,15.3,7.2,0.9,0,88,85,86
male,group E,associate's degree,standard,none,yes,no,none,passive_reading,low,75,90.3,27.6,4.8,1.3,1,77,75,82
female,group B,bachelor's degree,free/reduced,none,yes,no,peer_tutoring,active_problem_solving,low,45,92.6,9.0,7.1,3.9,0,45,49,44
female,group D,some high school,standard,none,yes,yes,private_tutor,group_study,medium,64,90.3,8.3,6.7,5.3,0,77,74,73
female,group E,associate's degree,free/reduced,none,yes,yes,none,passive_reading,low,83,90.3,21.8,8.5,4.5,0,85,86,84
male,group D,high school,standard,none,yes,no,none,passive_reading,medium,77,92.1,15.9,7.8,2.7,0,84,87,88
male,group A,high school,free/reduced,none,no,no,none,spaced_repetition,medium,72,99.2,18.4,5.9,1.6,0,74,73,76
female,group C,associate's degree,free/reduced,none,yes,no,peer_tutoring,passive_reading,medium,56,95.7,9.8,6.9,2.2,0,65,60,66
male,group D,high school,standard,none,no,no,private_tutor,active_problem_solving,medium,65,94.1,28.6,6.7,2.2,0,75,73,72
male,group C,some high school,free/reduced,completed,yes,no,peer_tutoring,group_study,medium,69,84.3,12.0,8.2,1.3,0,80,75,77
male,group D,master's degree,standard,none,yes,yes,peer_tutoring,group_study,high,71,89.5,11.7,8.3,3.0,0,92,87,88
male,group B,some college,free/reduced,completed,yes,no,peer_tutoring,passive_reading,low,83,85.4,9.4,6.4,2.4,0,92,90,93
female,group B,some high school,standard,completed,yes,yes,peer_tutoring,spaced_repetition,high,45,97.5,28.3,6.8,1.1,0,81,76,71
female,group D,high school,free/reduced,none,yes,yes,private_tutor,spaced_repetition,low,71,82.7,15.0,6.3,1.9,0,79,79,75
male,group E,some high school,free/reduced,none,no,yes,none,active_problem_solving,low,69,82.4,6.7,8.0,4.4,0,51,50,52
female,group B,some college,standard,completed,yes,yes,peer_tutoring,group_study,medium,83,96.5,12.8,7.5,2.4,0,100,100,100
male,group B,associate's degree,standard,none,yes,yes,peer_tutoring,spaced_repetition,medium,67,97.5,12.5,7.8,5.0,0,82,80,81
female,group D,associate's degree,standard,completed,yes,yes,none,spaced_repetition,high,66,98.1,13.6,6.9,5.1,1,94,83,91
female,group D,high school,free/reduced,none,yes,no,none,active_problem_solving,medium,59,95.8,7.6,7.7,1.4,0,63,60,60
male,group B,bachelor's degree,standard,none,yes,no,none,passive_reading,low,51,91.0,14.3,6.0,2.6,1,43,45,46
female,group E,high school,standard,completed,no,yes,none,group_study,high,63,97.4,19.1,6.1,1.5,0,82,80,73
male,group C,some high school,standard,completed,yes,no,none,spaced_repetition,high,64,94.5,13.2,8.5,5.7,0,76,69,70
male,group D,associate's degree,standard,completed,yes,yes,none,spaced_repetition,high,96,84.1,8.4,6.6,3.9,0,100,100,99
male,group D,high school,free/reduced,completed,yes,no,none,passive_reading,high,68,98.9,25.0,6.7,1.1,0,79,77,76
male,group B,some high school,standard,none,yes,yes,none,active_problem_solving,medium,78,98.4,18.3,7.0,4.9,0,88,86,88
female,group A,some college,standard,completed,yes,yes,peer_tutoring,passive_reading,low,76,96.1,8.7,7.3,2.6,0,85,87,84
male,group B,some high school,standard,completed,yes,yes,none,passive_reading,high,41,91.9,35.2,6.9,5.6,0,61,53,55
female,group B,some high school,standard,none,yes,yes,peer_tutoring,active_problem_solving,medium,66,98.0,14.6,7.2,2.1,0,83,88,83
female,group D,associate's degree,standard,none,yes,no,private_tutor,active_problem_solving,low,55,99.4,17.5,7.9,5.1,0,79,74,71
female,group C,master's degree,standard,none,no,no,peer_tutoring,group_study,high,55,95.7,9.3,7.5,1.7,1,68,67,63
male,group A,master's degree,standard,none,yes,no,peer_tutoring,active_problem_solving,medium,60,91.7,7.7,6.8,1.6,0,83,79,75
female,group A,associate's degree,free/reduced,completed,yes,no,none,spaced_repetition,high,68,88.6,16.3,8.3,7.1,0,80,74,75
female,group C,associate's degree,free/reduced,completed,yes,no,private_tutor,group_study,medium,79,90.6,21.9,4.8,5.0,0,99,95,95
male,group D,some high school,free/reduced,none,yes,no,none,passive_reading,medium,71,92.1,21.2,6.8,3.4,0,74,70,75
male,group A,associate's degree,standard,completed,no,no,none,spaced_repetition,high,80,90.3,12.5,7.5,2.4,0,100,93,98
male,group A,high school,standard,none,yes,yes,peer_tutoring,spaced_repetition,low,72,83.0,16.4,4.7,3.7,0,60,61,63
female,group B,some college,free/reduced,none,yes,no,none,active_problem_solving,medium,70,92.4,3.8,8.0,1.6,0,65,70,78
male,group C,some college,standard,completed,no,yes,none,active_problem_solving,medium,72,98.4,24.2,8.6,1.8,0,95,91,91
male,group D,some college,free/reduced,completed,yes,no,none,spaced_repetition,low,61,70.2,13.0,6.4,0.5,0,51,51,55
male,group C,some college,free/reduced,none,yes,yes,peer_tutoring,group_study,high,82,95.2,14.9,8.2,8.9,0,83,81,87
male,group B,bachelor's degree,standard,none,yes,no,none,spaced_repetition,low,59,89.5,3.9,7.2,3.8,0,64,63,62
male,group C,associate's degree,standard,completed,no,yes,none,spaced_repetition,high,49,96.5,4.4,5.8,3.0,0,66,60,61
male,group D,some college,standard,completed,yes,no,peer_tutoring,active_problem_solving,medium,55,94.3,21.3,6.1,3.2,0,75,73,73
male,group E,some college,standard,completed,no,no,none,passive_reading,low,63,93.4,17.9,6.9,1.1,0,73,66,66
female,group B,some college,free/reduced,completed,yes,no,private_tutor,group_study,low,72,90.9,21.2,7.8,3.0,0,92,85,84
male,group B,associate's degree,standard,none,yes,no,peer_tutoring,passive_reading,medium,75,94.6,18.8,8.9,1.1,0,79,76,75
male,group C,some high school,standard,none,yes,no,none,group_study,low,63,92.7,14.3,7.3,2.4,0,61,62,64
female,group D,associate's degree,standard,none,yes,no,none,group_study,high,46,95.3,21.3,6.8,4.6,1,54,60,51
female,group B,bachelor's degree,free/reduced,none,yes,yes,peer_tutoring,active_problem_solving,low,66,91.1,12.2,6.0,10.0,1,71,72,72
male,group E,associate's degree,standard,none,yes,no,none,group_study,low,52,94.1,24.4,6.1,1.2,2,48,52,55
female,group E,master's degree,standard,none,yes,yes,peer_tutoring,group_study,low,52,91.1,9.6,7.2,2.5,0,75,73,66
male,group E,associate's degree,free/reduced,completed,yes,no,peer_tutoring,passive_reading,high,63,94.6,5.0,8.6,1.4,0,68,68,68
female,group D,high school,standard,none,yes,yes,none,active_problem_solving,medium,69,86.6,9.9,7.6,10.0,1,66,69,66
female,group C,associate's degree,standard,none,yes,yes,private_tutor,group_study,medium,83,92.1,6.1,8.5,1.7,0,100,98,95
female,group C,high school,free/reduced,none,yes,yes,none,spaced_repetition,medium,78,95.7,10.9,8.1,2.2,0,80,79,78
male,group B,high school,standard,none,yes,yes,peer_tutoring,spaced_repetition,low,66,97.9,22.7,6.3,2.3,0,80,75,81
male,group E,some high school,free/reduced,none,no,no,peer_tutoring,passive_reading,medium,95,95.9,17.7,4.9,1.9,0,86,87,92
female,group E,master's degree,standard,none,yes,no,peer_tutoring,spaced_repetition,low,83,85.6,5.8,6.2,8.2,0,96,92,89
female,group A,bachelor's degree,standard,none,no,yes,private_tutor,spaced_repetition,high,75,96.9,11.6,8.6,2.5,1,94,87,87
female,group D,associate's degree,free/reduced,none,yes,no,peer_tutoring,passive_reading,medium,68,94.2,14.5,6.1,3.3,0,72,67,66
male,group E,associate's degree,standard,none,yes,yes,none,group_study,medium,50,87.0,8.9,6.7,4.9,0,46,46,51
male,group B,high school,standard,none,yes,yes,peer_tutoring,spaced_repetition,medium,58,98.0,12.3,6.7,0.6,0,67,66,67
male,group D,some college,free/reduced,none,no,yes,peer_tutoring,spaced_repetition,high,83,94.7,13.0,7.3,1.9,0,89,87,83
male,group C,some college,free/reduced,none,yes,yes,none,group_study,medium,76,96.6,7.4,7.1,2.7,1,81,81,78
male,group B,associate's degree,free/reduced,completed,yes,yes,private_tutor,group_study,medium,58,95.3,10.9,6.1,1.1,0,65,68,63
