Hours_Studied,Previous_Score,Extracurricular_Activities,Sleep_Hours,Sample_Question_Papers_Practiced,Performance_Index
3,87,Yes,4,4,65.4
8,83,Yes,9,6,80.1
1,72,No,5,9,47.5
2,80,Yes,4,1,60.8
2,88,No,4,8,67.8
3,49,No,4,1,32.2
6,57,Yes,9,1,49.7
1,58,Yes,8,4,36.3
2,46,No,4,7,21.9
1,96,No,8,5,77.6
5,58,No,8,8,47.8
7,63,No,6,5,56.8
8,54,Yes,5,4,48.1
1,80,No,4,0,56.4
7,81,Yes,4,7,74.6
5,62,No,4,2,49.7
1,91,No,8,1,70.9
3,91,Yes,7,6,73.9
7,43,Yes,5,1,34.3
1,77,Yes,9,0,52.2
7,43,Yes,4,1,35.2
5,44,Yes,7,5,35.2
1,80,No,7,1,59.0
1,83,No,7,0,57.7
1,62,No,5,0,34.2
9,79,Yes,7,3,76.7
3,92,Yes,9,7,79.5
5,76,Yes,4,5,61.1
9,50,No,9,3,51.6
6,94,Yes,4,5,77.1
9,50,No,6,5,45.9
8,52,No,8,8,50.5
8,53,No,7,3,45.0
1,99,Yes,9,5,78.0
9,47,No,8,9,51.1
6,64,No,8,0,54.6
9,57,No,8,6,55.1
3,90,Yes,8,6,71.4
3,83,No,8,0,65.7
6,83,Yes,4,7,69.6
9,57,Yes,5,4,58.0
7,49,No,7,8,37.2
3,46,No,7,7,29.7
3,99,Yes,4,2,78.9
2,89,No,9,0,67.9
9,83,Yes,4,2,78.0
3,53,Yes,8,1,39.4
5,54,Yes,5,1,37.2
9,55,No,7,3,55.4
8,41,Yes,9,1,37.4
2,69,Yes,6,7,47.6
3,69,No,4,4,50.0
2,57,No,6,0,30.6
8,70,Yes,7,5,66.8
6,83,Yes,4,6,68.3
6,87,Yes,7,0,79.7
9,52,No,4,2,51.1
8,59,Yes,9,8,54.3
4,88,Yes,7,6,73.6
4,89,No,6,3,73.2
9,74,No,5,5,69.2
1,62,Yes,9,5,39.9
2,81,No,9,2,63.2
2,72,Yes,4,1,49.0
6,77,Yes,6,4,67.2
4,74,No,7,7,58.0
3,90,Yes,6,2,72.7
3,75,Yes,9,4,61.5
3,59,No,4,2,34.3
6,94,Yes,6,6,84.2
8,42,No,7,5,37.0
7,47,Yes,8,5,44.8
4,79,No,9,0,61.5
4,98,No,5,1,80.5
2,71,No,5,5,48.3
1,68,No,9,7,49.2
9,46,No,8,4,46.1
2,41,No,4,1,14.2
8,60,Yes,6,4,56.9
9,45,Yes,6,8,42.7
4,67,No,8,5,52.0
8,87,Yes,8,4,83.4
9,81,No,7,9,75.8
5,75,No,7,5,61.7
7,71,Yes,5,8,64.5
4,84,No,4,6,62.3
1,81,Yes,4,9,52.3
3,92,No,8,2,73.1
5,85,No,5,9,72.2
3,48,Yes,5,9,28.2
7,50,No,7,4,41.2
9,62,No,6,3,55.8
6,89,No,4,4,75.5
1,50,Yes,5,7,23.8
7,88,Yes,7,5,84.5
3,41,Yes,7,3,26.6
5,42,Yes,7,4,32.8
4,50,Yes,6,6,38.0
5,89,No,5,7,75.4
5,98,Yes,8,4,85.9
6,74,Yes,8,1,65.5
6,97,No,7,5,90.2
8,54,No,7,8,47.3
8,82,Yes,6,2,78.8
9,50,No,7,6,49.5
8,70,No,9,7,67.2
2,67,No,5,5,47.4
1,67,Yes,7,2,43.3
2,71,No,7,0,50.8
2,64,No,5,2,41.1
3,59,Yes,4,5,43.1
7,67,No,9,3,63.7
2,64,No,9,0,47.1
1,50,Yes,8,5,26.8
6,58,Yes,7,0,46.7
9,67,Yes,5,7,62.6
3,40,No,8,2,22.5
6,98,Yes,6,2,88.7
3,44,Yes,4,0,23.4
1,49,No,7,2,26.2
5,81,No,4,6,65.9
4,85,No,7,9,77.7
7,73,No,7,7,66.6
6,75,No,7,7,67.3
7,41,Yes,4,2,28.8
5,57,Yes,9,4,44.9
4,52,Yes,6,0,40.0
7,90,No,9,8,84.5
7,44,Yes,5,7,35.5
6,59,No,5,9,46.6
8,41,No,9,1,43.9
4,50,Yes,6,9,34.6
5,69,Yes,6,0,53.2
4,71,No,7,3,55.7
1,71,No,7,8,52.0
8,97,Yes,5,7,93.2
1,89,Yes,7,2,65.0
5,77,No,7,9,68.2
6,94,No,6,5,88.1
6,67,No,4,8,52.5
5,49,No,9,9,37.0
3,61,Yes,8,7,43.4
5,94,Yes,8,9,81.9
8,56,No,7,4,52.5
2,61,No,7,8,40.9
6,82,Yes,9,8,74.4
9,58,No,8,2,58.1
8,56,No,6,7,51.7
8,63,No,8,3,60.3
8,75,No,8,9,70.8
7,71,No,8,6,65.6
8,97,No,7,9,97.4
6,95,Yes,7,7,88.5
2,97,No,9,6,78.3
2,85,Yes,8,4,69.2
8,98,Yes,7,0,99.2
1,91,Yes,9,7,72.6
6,75,No,8,4,61.3
6,67,No,6,2,57.0
4,53,No,7,1,35.3
3,97,Yes,4,2,78.0
3,75,Yes,9,8,62.1
1,45,No,7,1,14.9
3,48,No,6,9,31.1
4,60,Yes,6,0,43.6
5,51,Yes,7,1,36.7
3,97,Yes,5,1,76.8
6,69,No,9,4,59.1
5,70,Yes,8,0,60.9
3,79,Yes,8,9,64.8
6,95,Yes,6,7,90.0
6,43,No,7,1,29.5
8,70,No,5,5,60.8
2,66,No,9,4,43.9
1,97,Yes,4,1,70.4
4,96,Yes,8,9,83.6
7,64,Yes,9,0,59.0
3,44,Yes,9,5,27.6
3,45,No,5,5,27.5
5,44,Yes,9,2,34.9
5,90,Yes,8,7,77.8
3,66,No,7,8,47.5
9,47,Yes,8,2,47.8
4,48,Yes,4,8,28.6
3,54,Yes,7,7,30.9
2,75,No,6,4,50.3
9,96,Yes,5,5,95.4
4,80,No,8,0,64.9
3,46,Yes,7,4,25.6
7,71,No,9,9,64.1
8,47,No,7,9,40.1
2,86,No,8,6,68.5
7,90,Yes,6,0,82.0
5,54,Yes,8,9,41.2
5,76,No,6,8,66.2
3,58,No,9,6,44.1
5,78,Yes,8,3,64.0
2,45,No,7,3,24.6
4,98,Yes,4,9,83.9
6,58,Yes,4,6,44.6
1,96,No,9,5,72.3
4,67,No,7,2,48.3
6,56,Yes,4,8,40.4
9,81,Yes,9,5,78.2
2,58,Yes,6,1,38.4
7,70,No,7,9,64.0
6,50,Yes,6,1,44.9
2,54,No,7,0,32.2
8,49,No,6,4,43.6
7,82,Yes,6,9,78.2
5,62,No,4,5,49.2
5,42,No,7,2,29.5
7,42,No,8,3,31.9
9,57,No,4,4,48.2
9,64,Yes,6,3,60.5
9,82,Yes,6,8,81.7
6,59,No,8,2,50.9
6,97,No,8,4,83.9
3,68,No,6,6,47.4
1,61,No,8,6,39.8
7,89,No,5,5,79.1
4,96,Yes,4,8,77.3
1,54,Yes,7,6,29.5
8,78,Yes,8,3,76.5
6,49,Yes,8,9,44.1
6,60,No,5,8,51.8
2,94,No,7,5,73.0
1,91,Yes,5,0,63.4
2,68,Yes,7,8,44.0
4,71,Yes,4,6,52.8
2,49,No,8,5,26.0
1,52,No,4,5,27.1
7,86,No,7,3,79.9
8,62,Yes,8,3,59.4
6,89,Yes,5,2,84.3
4,62,No,6,7,46.9
6,70,No,5,7,55.9
3,43,No,6,1,20.7
8,91,Yes,5,4,88.9
2,88,No,7,8,74.3
5,99,No,4,8,84.9
1,42,Yes,6,6,17.7
6,60,No,7,3,46.6
2,92,No,4,3,67.2
4,41,No,4,9,25.2
6,43,No,8,6,30.7
8,40,Yes,8,2,36.4
8,54,No,8,2,50.9
6,96,Yes,6,4,86.8
4,72,No,6,5,57.4
8,45,Yes,4,7,39.0
8,46,No,6,0,40.4
1,58,No,4,6,35.0
4,83,Yes,7,7,69.7
4,40,No,5,4,18.5
7,78,No,4,9,72.7
7,58,Yes,4,1,46.8
8,84,No,7,3,79.4
5,65,No,8,5,54.1
7,83,No,9,8,77.4
8,51,No,8,1,43.9
9,61,No,8,3,57.1
3,52,Yes,4,9,31.6
3,67,Yes,4,4,48.0
4,53,No,6,7,34.8
5,61,No,6,7,49.3
1,69,Yes,5,1,45.0
7,83,Yes,5,5,73.9
9,59,Yes,9,5,60.3
8,83,Yes,6,4,76.0
5,66,Yes,4,7,54.8
4,77,Yes,7,9,62.8
7,98,No,6,1,89.4
5,81,No,4,1,66.0
7,91,No,6,6,81.0
1,95,No,8,8,70.0
1,80,No,6,2,51.2
3,73,Yes,9,6,53.1
2,78,Yes,8,2,61.1
2,80,Yes,4,5,54.1
7,96,Yes,8,2,87.7
2,83,Yes,6,0,64.4
4,76,Yes,8,5,62.6
2,40,No,9,2,17.0
6,93,No,7,0,83.9
8,54,Yes,8,4,53.5
4,71,No,9,7,59.1
5,47,Yes,8,7,35.4
4,72,No,5,7,58.8
3,57,Yes,7,2,41.6
5,84,Yes,4,7,76.6
9,68,No,9,3,65.3
8,71,Yes,8,7,68.5
8,72,No,7,2,66.5
8,44,No,4,2,34.8
8,57,Yes,7,0,55.5
7,87,Yes,9,7,86.4
8,97,Yes,5,7,94.2
8,49,No,9,8,42.3
8,75,No,9,5,74.5
7,72,Yes,4,1,64.7
1,62,Yes,4,0,36.7
4,79,Yes,8,7,66.3
4,44,Yes,6,9,30.5
5,73,Yes,9,3,61.8
6,63,Yes,4,6,50.1
4,56,Yes,9,9,41.9
2,70,No,9,3,49.5
6,46,No,4,0,31.9
8,56,Yes,5,7,52.6
8,67,Yes,5,9,61.9
7,77,No,9,8,74.3
6,61,Yes,5,9,49.1
2,54,No,9,8,34.5
7,76,No,8,8,71.7
5,54,Yes,4,3,43.1
6,89,No,9,8,82.8
8,89,No,5,3,82.4
8,64,Yes,5,1,58.8
3,92,Yes,7,9,72.7
7,60,No,7,2,49.7
1,94,Yes,5,1,64.5
1,77,No,8,0,53.2
7,41,No,6,5,31.2
9,66,No,9,3,64.1
7,88,No,7,6,83.2
5,71,No,9,6,60.2
8,60,No,7,9,54.4
2,43,Yes,4,0,20.2
9,83,Yes,4,8,79.0
6,58,Yes,5,7,43.8
9,41,Yes,4,9,37.6
2,65,No,4,0,39.4
3,73,No,6,7,52.4
8,53,No,8,4,49.4
1,54,No,5,0,26.9
7,59,No,6,3,52.2
7,73,Yes,5,6,63.5
1,75,Yes,8,4,52.4
9,58,Yes,5,2,54.9
8,48,No,9,3,47.6
4,46,No,9,1,31.5
5,69,Yes,9,7,61.2
2,52,No,4,1,27.6
9,66,No,8,5,69.2
6,83,Yes,6,6,70.9
3,74,No,6,6,56.8
7,52,Yes,7,0,44.2
9,54,Yes,6,7,51.4
3,85,Yes,9,8,72.5
2,95,Yes,9,6,76.8
7,48,No,7,7,39.9
7,84,No,4,3,76.2
4,62,No,6,7,43.1
9,93,Yes,8,2,90.5
8,75,No,7,0,69.1
1,92,Yes,6,7,68.7
1,79,No,4,5,52.7
5,42,No,8,8,27.5
6,73,Yes,8,2,65.2
3,58,No,4,7,44.3
9,67,Yes,6,8,66.9
6,62,Yes,5,8,47.2
4,79,No,6,6,63.1
7,88,No,7,9,82.7
8,84,No,7,2,77.4
9,46,No,6,2,36.8
6,80,Yes,9,1,72.8
6,51,Yes,7,0,38.8
8,53,No,5,1,48.4
5,85,No,9,4,74.7
3,54,No,5,0,32.3
3,42,Yes,8,9,26.7
6,54,No,7,3,42.6
2,90,Yes,9,9,71.9
6,63,No,6,9,53.2
6,91,No,9,0,83.4
8,85,Yes,8,9,85.2
7,47,Yes,5,7,36.4
8,44,No,8,4,40.8
9,90,Yes,4,9,88.0
6,43,Yes,7,3,32.4
3,53,No,6,2,33.2
3,55,Yes,5,8,37.0
1,59,Yes,8,5,36.2
5,63,No,6,0,50.4
4,45,No,7,7,26.6
9,94,Yes,6,9,91.4
9,96,No,7,1,92.8
5,70,Yes,7,8,56.0
4,45,Yes,7,6,27.5
7,74,Yes,8,2,71.7
6,54,No,7,3,44.7
4,68,Yes,6,2,54.8
2,42,Yes,4,5,17.1
1,50,Yes,6,8,24.5
4,42,No,8,9,22.9
4,67,No,7,8,49.1
1,49,No,4,0,19.5
6,89,Yes,8,9,79.4
4,72,Yes,5,5,50.7
1,87,No,5,0,62.9
1,55,Yes,5,3,31.8
1,98,Yes,4,6,73.3
8,49,Yes,6,3,41.6
8,72,Yes,4,8,65.9
2,75,No,4,9,48.3
7,42,No,4,4,34.4
8,44,No,5,8,39.4
8,51,Yes,9,0,45.1
7,96,Yes,6,3,90.0
5,83,No,9,6,70.2
1,52,No,9,1,27.9
9,63,No,4,8,57.1
7,83,Yes,6,2,75.5
2,96,No,9,3,73.4
6,71,Yes,7,3,63.3
2,55,No,4,7,33.5
1,71,Yes,4,1,43.8
7,84,Yes,4,4,71.1
2,76,No,7,1,53.3
2,95,Yes,7,5,74.9
5,75,Yes,5,8,61.4
5,60,No,8,8,46.7
7,86,No,6,0,75.0
1,51,No,8,3,25.8
8,90,Yes,4,3,82.1
3,60,Yes,9,0,38.9
4,99,No,4,9,81.8
9,90,No,9,1,89.1
4,60,Yes,5,5,40.1
5,82,No,8,9,66.6
7,92,No,4,2,80.0
4,45,Yes,8,8,34.9
1,48,Yes,5,2,21.1
9,40,No,8,2,40.4
4,51,Yes,9,8,36.1
9,97,Yes,6,2,93.7
6,53,No,5,5,44.9
1,45,No,8,5,22.5
3,40,No,4,0,18.2
2,61,Yes,7,6,41.3
9,73,No,7,8,71.8
1,95,Yes,5,8,76.3
9,50,No,7,8,47.6
9,42,Yes,6,1,37.7
8,81,Yes,5,0,77.9
8,45,No,4,5,37.4
1,45,Yes,4,5,18.8
8,59,No,5,3,56.4
3,60,No,7,7,42.3
7,41,Yes,7,4,32.4
1,65,Yes,4,6,43.2
1,70,Yes,6,8,46.3
5,65,No,9,0,55.6
5,95,No,7,8,87.4
8,71,No,6,3,63.2
7,49,No,7,6,41.1
8,62,No,9,3,60.5
6,97,No,5,3,86.5
6,45,Yes,8,3,33.5
2,62,No,4,5,38.5
6,67,No,5,4,58.5
5,88,No,7,1,75.2
3,69,No,9,8,49.5
6,53,Yes,4,5,40.5
8,76,Yes,8,9,71.0
9,94,Yes,8,5,96.7
1,71,No,9,8,46.6
3,88,No,9,0,74.8
3,73,No,7,6,58.1
8,80,Yes,4,2,70.9
1,83,No,7,3,58.8
5,90,No,8,0,78.9
3,61,Yes,5,2,38.4
2,70,Yes,5,6,46.9
8,46,No,6,5,42.4
3,80,Yes,8,0,64.5
7,60,No,8,8,58.0
1,55,No,7,3,29.5
6,59,Yes,6,6,46.5
3,82,No,9,3,61.5
8,83,Yes,6,6,79.1
6,86,Yes,4,4,76.7
2,89,No,7,0,69.2
6,58,Yes,9,3,50.8
7,87,No,9,2,80.4
5,71,No,5,5,55.1
3,54,Yes,4,5,28.9
4,44,Yes,6,0,30.2
4,50,Yes,5,1,33.5
6,54,No,8,1,43.4
1,68,No,7,9,39.6
4,89,No,6,3,71.4
4,84,No,8,8,70.1
1,43,No,9,1,21.3
9,88,No,6,7,89.5
4,75,No,5,0,59.2
7,87,Yes,4,7,79.8
3,62,No,5,2,44.6
3,54,No,7,4,38.5
8,85,Yes,7,0,77.0
8,83,No,6,0,79.9
1,42,No,5,5,12.7
2,71,Yes,4,2,49.7
8,49,No,9,7,49.6
1,79,Yes,7,3,57.1
8,77,No,4,5,70.4
8,61,No,8,9,58.7
2,53,Yes,6,8,28.2
4,56,Yes,4,7,37.9
6,60,No,6,3,51.2
9,90,No,8,9,95.9
8,87,Yes,4,7,80.9
8,54,No,4,6,45.5
7,97,Yes,9,4,92.2
9,54,Yes,8,6,53.1
2,40,Yes,5,6,16.6
3,63,No,4,9,39.0
8,94,No,9,1,92.6
6,94,No,4,6,84.2
9,51,Yes,9,2,48.8
4,49,No,7,7,33.9
8,85,Yes,5,7,82.1
3,81,Yes,4,8,64.9
3,81,No,8,3,61.5
8,91,No,6,9,89.3
5,70,Yes,8,2,56.8
3,50,No,5,8,27.6
1,93,Yes,7,8,70.0
3,55,No,7,1,34.7
9,48,Yes,7,5,45.4
5,86,No,9,2,79.4
2,53,Yes,8,4,34.7
7,58,No,6,1,50.5
2,70,Yes,6,3,49.6
4,48,Yes,9,2,40.1
7,75,Yes,4,1,67.4
4,92,Yes,9,5,78.3
7,78,Yes,6,2,67.3
7,93,Yes,6,3,89.5
1,65,No,4,5,40.3
6,47,Yes,8,4,39.7
9,63,Yes,8,3,60.2
2,47,No,5,3,25.3
3,58,No,8,1,44.1
5,86,Yes,7,9,73.8
9,87,No,7,3,89.0
4,69,No,5,7,54.4
1,97,Yes,6,4,75.1
4,61,Yes,5,9,48.1
6,94,No,4,9,81.1
5,48,No,5,7,31.4
1,97,No,5,5,70.7
4,97,No,9,9,86.1
6,83,No,7,4,73.4
4,87,No,4,3,67.5
9,43,Yes,9,9,47.7
5,76,No,4,8,59.7
8,47,Yes,5,9,40.4
9,40,Yes,9,4,40.6
5,67,No,9,9,57.0
6,45,Yes,4,5,30.0
1,86,No,4,6,58.6
7,75,Yes,8,0,69.7
4,92,No,4,8,74.1
2,50,Yes,9,7,29.4
5,44,No,6,4,31.8
3,89,Yes,4,2,68.1
6,63,No,7,4,51.9
8,86,Yes,8,4,81.3
7,57,Yes,7,8,46.6
3,59,Yes,7,6,44.3
8,67,No,6,1,58.3
2,52,No,8,4,32.8
9,44,No,5,8,39.8
4,69,No,9,1,55.6
1,40,No,9,7,17.7
8,61,Yes,4,2,51.9
7,57,No,9,3,52.5
5,85,No,6,1,73.4
5,44,Yes,9,8,35.5
7,70,No,6,5,62.5
5,45,No,5,8,29.4
8,66,No,6,7,65.9
6,95,No,5,8,88.0
5,64,No,5,4,49.9
9,68,No,5,5,65.3
2,67,Yes,6,6,47.4
1,55,No,5,4,29.2
8,93,No,6,0,88.6
3,92,No,8,8,80.2
7,51,Yes,5,1,39.9
8,59,Yes,6,6,55.3
6,57,Yes,6,7,46.7
9,73,Yes,6,7,72.7
7,94,No,4,0,83.5
5,92,Yes,4,9,78.7
8,62,No,5,6,55.9
2,84,No,9,8,67.4
7,66,No,8,2,55.9
4,88,Yes,9,7,75.4
9,56,No,5,7,58.1
1,87,Yes,7,8,68.8
7,60,No,7,7,54.0
6,89,Yes,8,4,83.8
8,79,Yes,8,4,75.2
5,70,No,8,2,58.3
1,42,No,4,5,16.0
1,56,No,4,9,28.4
9,89,Yes,7,2,82.7
6,97,Yes,8,1,87.8
5,65,Yes,6,6,55.2
1,62,No,9,9,35.4
6,45,Yes,7,2,39.8
6,67,No,8,3,57.8
3,47,Yes,6,9,26.7
8,94,Yes,8,7,90.5
1,97,Yes,5,0,70.8
1,84,No,6,8,56.5
6,47,No,9,5,36.8
1,58,No,5,1,30.7
6,77,Yes,4,2,66.1
1,68,Yes,7,4,42.4
6,62,Yes,8,5,49.6
3,86,Yes,7,8,74.3
8,71,No,9,1,69.0
6,49,Yes,8,4,40.2
1,66,Yes,5,6,42.8
5,88,No,6,6,75.7
8,40,No,6,3,30.1
3,78,No,8,2,59.0
6,68,Yes,5,7,57.7
5,98,No,8,1,81.9
6,84,Yes,8,4,77.3
1,42,No,8,9,22.1
7,90,Yes,6,4,83.7
9,86,Yes,9,0,90.1
2,76,Yes,8,6,56.1
5,70,Yes,6,3,58.0
4,50,Yes,4,9,34.4
6,61,Yes,5,1,50.1
6,57,No,4,7,48.1
2,74,Yes,8,3,54.7
2,45,Yes,6,0,19.5
4,42,Yes,5,7,26.3
1,44,Yes,7,6,24.2
9,48,No,5,2,41.5
7,67,Yes,5,2,57.5
7,58,Yes,8,6,48.8
3,67,No,4,1,42.1
3,66,Yes,4,4,45.2
1,52,No,7,6,28.0
3,77,Yes,8,5,62.7
3,82,Yes,5,9,66.0
4,92,No,9,6,78.2
4,60,No,4,1,38.6
3,66,No,4,6,44.6
8,85,Yes,6,1,80.2
8,45,No,5,6,37.0
1,77,No,8,7,54.5
7,88,Yes,4,9,83.2
2,50,Yes,8,7,24.5
1,86,Yes,5,4,65.9
3,80,No,5,6,61.4
4,92,Yes,4,7,76.8
6,56,No,7,3,44.2
5,95,No,8,1,83.8
4,78,No,8,6,69.2
8,46,No,6,0,40.3
4,69,Yes,5,1,52.8
2,60,Yes,5,9,44.1
3,40,No,4,6,18.2
6,64,No,4,9,48.6
8,71,Yes,4,0,64.2
8,98,Yes,6,6,92.3
9,96,No,7,4,92.9
7,47,No,4,2,40.5
2,44,No,4,1,19.8
8,69,No,9,6,63.3
7,90,No,4,8,77.9
8,47,Yes,6,8,41.8
3,88,No,8,9,76.1
7,58,Yes,7,9,45.9
9,83,No,8,7,84.9
3,98,Yes,9,1,87.0
6,94,No,5,0,83.8
2,69,Yes,5,7,44.5
2,54,Yes,4,1,32.7
5,75,No,9,3,65.3
5,94,No,8,3,85.2
7,83,Yes,6,1,77.9
2,66,Yes,7,3,44.4
7,52,Yes,8,6,45.8
5,53,No,9,5,39.1
6,76,Yes,9,9,72.6
8,93,No,8,5,90.2
4,87,No,7,3,71.1
7,69,No,8,1,61.6
6,78,No,8,4,67.3
2,86,No,7,2,64.5
8,52,No,6,2,45.6
9,97,Yes,9,3,94.9
5,55,Yes,7,4,43.9
4,83,No,4,1,64.0
6,46,Yes,4,5,29.5
8,87,Yes,4,5,81.4
3,94,No,4,7,75.6
1,94,Yes,5,1,71.1
4,66,No,6,7,51.7
4,84,No,5,7,69.4
1,94,No,8,3,74.2
9,74,No,8,6,72.0
3,54,Yes,7,6,34.6
5,67,Yes,4,0,50.4
6,74,No,7,0,63.0
8,46,Yes,8,7,42.1
6,89,No,4,0,73.6
3,85,No,9,2,66.8
6,89,Yes,6,5,81.5
1,90,Yes,8,7,69.8
4,85,No,9,4,70.5
6,59,Yes,7,4,48.7
7,71,No,9,3,64.2
3,77,No,7,3,58.5
9,79,Yes,8,6,81.9
7,71,No,5,5,62.3
1,65,Yes,6,7,40.4
2,97,No,9,5,82.3
1,78,No,9,9,58.4
9,59,No,8,6,59.8
9,57,No,8,9,55.1
7,89,No,7,9,85.3
3,54,Yes,4,4,31.4
5,91,No,4,5,75.9
4,61,Yes,4,0,42.0
7,90,Yes,7,2,86.2
9,61,Yes,4,7,56.1
2,92,No,8,2,69.5
8,60,Yes,5,0,57.3
9,41,Yes,5,2,37.2
9,79,Yes,5,3,76.4
7,92,No,4,7,82.1
9,82,No,5,8,81.7
9,57,No,9,3,59.3
3,62,No,4,6,37.8
4,52,Yes,9,0,36.8
2,80,No,8,8,61.0
3,48,Yes,9,3,30.6
5,88,No,8,8,76.0
5,46,Yes,7,2,35.7
6,80,No,7,4,68.3
7,93,No,9,0,87.7
7,40,No,6,2,33.6
1,41,No,8,4,14.8
2,43,Yes,4,5,16.4
9,53,No,6,7,49.9
2,71,No,8,0,47.0
6,75,No,4,2,58.5
1,41,Yes,8,0,17.9
3,79,No,8,4,62.1
2,89,No,4,7,68.5
3,90,Yes,8,3,73.4
5,53,Yes,8,8,40.4
6,59,Yes,8,5,49.8
9,64,No,7,5,65.0
4,81,Yes,5,4,62.9
7,88,No,8,9,82.4
6,47,Yes,4,4,31.6
2,67,No,9,6,44.3
8,85,Yes,8,7,85.0
7,60,Yes,7,6,53.3
7,62,Yes,7,0,54.3
8,71,No,9,0,70.0
1,47,Yes,8,9,25.8
1,70,No,6,5,43.1
8,76,Yes,9,2,68.9
4,55,Yes,5,8,34.7
5,79,Yes,4,6,66.4
8,81,No,4,1,75.0
5,66,No,4,2,53.4
4,79,No,4,7,61.6
6,80,Yes,7,0,71.6
5,57,No,5,4,42.8
7,74,No,8,9,68.5
7,88,Yes,8,0,80.9
4,91,Yes,6,8,78.0
5,54,No,8,6,38.9
3,92,No,5,4,73.3
4,66,Yes,8,5,50.1
4,56,No,7,2,39.3
3,79,Yes,9,2,65.1
5,41,Yes,8,6,27.9
5,88,No,4,6,70.9
7,89,No,4,6,80.4
4,70,Yes,9,1,54.9
4,76,No,4,1,56.6
9,80,Yes,4,4,74.7
6,80,No,7,3,67.4
4,73,Yes,7,6,58.0
2,73,No,7,2,53.7
6,90,No,8,4,80.6
2,94,Yes,9,1,76.2
5,98,No,4,0,78.3
6,42,Yes,6,8,32.5
4,56,No,9,3,43.5
3,53,No,6,7,36.8
7,53,No,4,6,41.3
2,85,No,5,0,62.7
6,77,Yes,9,9,72.7
4,74,Yes,8,6,58.8
6,40,No,6,1,26.7
4,87,Yes,9,2,74.6
4,68,Yes,9,0,55.1
4,43,No,7,6,29.2
9,72,Yes,5,2,65.6
7,56,Yes,7,5,45.9
3,67,No,5,6,48.0
3,89,No,5,2,70.4
6,65,No,8,1,52.2
6,47,No,9,8,38.7
4,73,Yes,7,8,60.5
9,98,No,7,6,98.6
4,57,Yes,6,4,38.0
9,70,Yes,9,3,68.9
4,98,No,4,3,78.2
2,66,Yes,4,0,46.0
2,55,Yes,6,3,32.3
5,97,Yes,5,6,87.0
4,49,No,6,4,30.5
7,79,Yes,6,8,74.5
5,51,No,7,3,36.4
6,61,No,6,2,52.6
4,55,Yes,5,5,39.7
2,51,Yes,4,3,25.4
9,50,No,8,1,47.7
7,59,No,9,4,52.9
4,90,No,6,3,76.6
3,40,No,9,4,22.5
3,66,No,6,8,46.6
9,42,Yes,9,3,38.1
5,51,No,7,5,36.6
3,69,Yes,7,3,49.6
5,48,No,9,0,37.9
2,92,Yes,6,1,68.5
4,93,No,6,5,77.1
2,76,Yes,5,7,55.9
2,40,Yes,4,8,14.4
8,81,No,4,3,72.3
1,88,Yes,8,5,64.3
7,43,No,4,2,31.4
5,54,No,8,8,41.5
8,90,Yes,7,7,85.5
1,66,Yes,8,0,45.9
7,47,No,8,1,40.6
5,99,No,4,9,81.2
4,99,No,6,8,87.1
7,62,Yes,7,9,53.5
2,54,Yes,5,2,33.2
1,66,No,8,2,40.9
1,70,Yes,8,9,46.8
1,78,Yes,9,8,59.0
5,86,Yes,8,2,72.9
7,47,No,6,9,39.1
2,69,No,5,4,47.0
8,97,Yes,9,5,93.7
4,94,Yes,4,2,73.8
3,81,No,7,9,60.5
8,57,Yes,6,7,54.9
2,43,No,5,1,18.5
3,86,No,7,5,65.7
3,82,No,4,1,65.1
1,61,No,7,8,38.5
6,42,No,9,5,32.3
2,54,No,8,8,27.1
1,74,No,8,3,48.8
2,86,Yes,6,2,64.9
6,77,No,7,1,72.4
4,72,Yes,8,7,62.5
6,53,Yes,6,3,40.1
9,87,Yes,6,1,83.4
8,40,No,9,8,34.4
1,92,Yes,6,7,69.0
8,88,No,4,4,79.5
9,65,No,8,7,63.3
6,47,Yes,8,4,36.3
5,89,Yes,5,6,72.9
6,55,Yes,4,4,44.6
6,77,Yes,8,4,63.5
9,49,No,9,3,47.4
4,81,Yes,8,4,65.3
2,76,Yes,5,6,59.8
9,65,Yes,7,2,63.3
2,67,Yes,7,3,44.7
9,51,Yes,4,7,45.5
2,59,No,6,5,37.5
8,88,No,5,7,88.4
9,53,No,5,1,46.5
9,85,Yes,8,8,86.9
9,74,Yes,9,6,75.9
2,68,No,8,4,42.1
4,51,No,9,6,34.4
7,91,No,5,1,82.0
2,57,No,6,3,33.5
1,83,Yes,7,6,62.8
3,41,Yes,4,1,18.3
4,41,Yes,9,7,30.5
8,98,No,7,9,98.3
6,56,No,4,9,45.8
2,49,No,6,4,26.3
9,57,Yes,5,4,51.8
2,61,Yes,6,7,46.2
5,58,No,9,0,43.7
4,97,Yes,5,5,82.6
7,92,No,8,1,85.9
8,40,No,4,0,28.1
5,63,No,8,6,52.9
5,75,Yes,5,3,59.3
2,64,No,4,0,40.4
8,75,No,4,9,67.4
2,70,Yes,8,5,52.0
6,70,No,4,9,59.2
8,41,No,5,5,33.1
6,58,Yes,9,2,48.7
4,92,No,9,5,78.8
4,51,No,5,9,35.9
6,49,No,8,8,42.3
4,70,Yes,6,5,51.7
8,84,No,5,0,75.0
9,61,No,9,9,60.1
1,62,No,5,5,38.2
4,91,Yes,4,7,75.2
